"","Year","Date","Month","ppt","tmin","tmean","Forage"
"481",1975,1975-01-01,1,1.18,32.6,43.7,2618
"482",1975,1975-02-01,2,3.9,38,48.2,2618
"483",1975,1975-07-01,7,0,59.2,78.6,2618
"484",1975,1975-08-01,8,0.3,57.6,77.1,2618
"485",1975,1975-09-01,9,0.22,58.2,76.7,2618
"486",1975,1975-10-01,10,2.08,45.8,61.9,2618
"487",1975,1975-11-01,11,0.78,36.9,50.3,2618
"488",1975,1975-12-01,12,0.39,33.1,45.4,2618
"489",1975,1975-04-01,4,1.57,37.7,51.6,2618
"490",1975,1975-05-01,5,0.05,47.3,66,2618
"491",1975,1975-06-01,6,0,55.2,74.3,2618
"492",1975,1975-03-01,3,4.22,38.5,49.6,2618
"493",1976,1976-01-01,1,0.19,32.1,45.6,2555
"494",1976,1976-02-01,2,4.13,37.8,49.5,2555
"495",1976,1976-03-01,3,1.23,37.4,50.7,2555
"496",1976,1976-08-01,8,0.52,56.8,73.6,2555
"497",1976,1976-09-01,9,1.37,57.9,73.7,2555
"498",1976,1976-10-01,10,0.86,49.3,65.5,2555
"499",1976,1976-11-01,11,0.94,43.1,55,2555
"500",1976,1976-12-01,12,0.61,32.4,47.1,2555
"501",1976,1976-04-01,4,1.41,40.2,54.4,2555
"502",1976,1976-05-01,5,0.01,50,68.7,2555
"503",1976,1976-06-01,6,0.13,55.1,73.7,2555
"504",1976,1976-07-01,7,0.03,61.1,80.3,2555
"505",1977,1977-01-01,1,1.32,34.4,42.6,1042
"506",1977,1977-02-01,2,0.55,38.1,51.4,1042
"507",1977,1977-03-01,3,1.03,34.9,48.8,1042
"508",1977,1977-04-01,4,0,44.6,62.3,1042
"509",1977,1977-10-01,10,0.09,50.5,66.9,1042
"510",1977,1977-11-01,11,1.19,41.8,54.5,1042
"511",1977,1977-12-01,12,5.67,41.6,50.9,1042
"512",1977,1977-06-01,6,0.66,60.3,77.9,1042
"513",1977,1977-07-01,7,0,60.3,80.2,1042
"514",1977,1977-08-01,8,0,62.2,80.5,1042
"515",1977,1977-05-01,5,1.55,44.9,59.7,1042
"516",1977,1977-09-01,9,0,56.7,73.3,1042
"517",1978,1978-01-01,1,6.45,42.1,50,4524
"518",1978,1978-02-01,2,5.67,41.5,50.1,4524
"519",1978,1978-03-01,3,5.95,46.8,56.9,4524
"520",1978,1978-05-01,5,0,48.8,66.1,4524
"521",1978,1978-06-01,6,0,54.2,73.7,4524
"522",1978,1978-07-01,7,0,60.5,80.2,4524
"523",1978,1978-04-01,4,5.12,43.5,55.7,4524
"524",1978,1978-08-01,8,0,60.8,79.8,4524
"525",1978,1978-09-01,9,1.37,54.4,71.1,4524
"526",1978,1978-10-01,10,0,50.9,68.9,4524
"527",1978,1978-11-01,11,2.48,38.4,50.9,4524
"528",1978,1978-12-01,12,1.48,31.7,41.6,4524
"529",1979,1979-02-01,2,3.89,36.5,47.3,3355
"530",1979,1979-03-01,3,3.62,41.9,52.8,3355
"531",1979,1979-04-01,4,0.36,42.1,57.3,3355
"532",1979,1979-01-01,1,5.11,35.3,44.9,3355
"533",1979,1979-06-01,6,0,56.2,76.4,3355
"534",1979,1979-07-01,7,0.2,62.9,81.1,3355
"535",1979,1979-08-01,8,0,59.3,78.1,3355
"536",1979,1979-05-01,5,0.28,51.7,69.1,3355
"537",1979,1979-09-01,9,0,58.9,77.7,3355
"538",1979,1979-10-01,10,1.07,50.8,66.4,3355
"539",1979,1979-11-01,11,1.79,40.3,53.2,3355
"540",1979,1979-12-01,12,1.43,36.2,49.2,3355
"541",1980,1980-02-01,2,4.97,41,51.8,3958
"542",1980,1980-03-01,3,2.46,39.2,50.9,3958
"543",1980,1980-04-01,4,1,43.6,58.4,3958
"544",1980,1980-05-01,5,0.55,47.7,63.7,3958
"545",1980,1980-06-01,6,0,52.9,70.7,3958
"546",1980,1980-07-01,7,0.01,62.8,81.5,3958
"547",1980,1980-08-01,8,0,59.8,78.9,3958
"548",1980,1980-09-01,9,0,58.1,75,3958
"549",1980,1980-01-01,1,6.68,40.7,49.6,3958
"550",1980,1980-12-01,12,0.88,37.3,49,3958
"551",1980,1980-10-01,10,0.22,49.4,67.3,3958
"552",1980,1980-11-01,11,0.37,40.3,55.1,3958
"553",1981,1981-03-01,3,4.15,42,52.5,2549
"554",1981,1981-02-01,2,1.34,40.7,51.4,2549
"555",1981,1981-07-01,7,0,61.4,81.8,2549
"556",1981,1981-04-01,4,1.16,44.8,59.6,2549
"557",1981,1981-05-01,5,0.23,50.4,67.5,2549
"558",1981,1981-06-01,6,0,61.4,79.9,2549
"559",1981,1981-11-01,11,3.03,44.4,55.5,2549
"560",1981,1981-08-01,8,0,64.4,82.3,2549
"561",1981,1981-09-01,9,0,59,76.6,2549
"562",1981,1981-10-01,10,1.55,45.6,61.3,2549
"563",1981,1981-01-01,1,4.09,39.9,50.4,2549
"564",1981,1981-12-01,12,2.16,40,48.6,2549
"565",1982,1982-04-01,4,3.59,43.4,56.3,3911
"566",1982,1982-06-01,6,0.47,54.9,71.8,3911
"567",1982,1982-07-01,7,0.12,60.5,78.8,3911
"568",1982,1982-08-01,8,0.13,61,79.4,3911
"569",1982,1982-05-01,5,0.03,49.6,67.3,3911
"570",1982,1982-10-01,10,2.3,48.2,63.7,3911
"571",1982,1982-11-01,11,5.13,40.1,49.9,3911
"572",1982,1982-12-01,12,3.83,35.5,45.2,3911
"573",1982,1982-09-01,9,1.72,56.7,72.2,3911
"574",1982,1982-01-01,1,5.43,33.8,42.9,3911
"575",1982,1982-02-01,2,2.58,39.5,50.3,3911
"576",1982,1982-03-01,3,6.42,40.3,50,3911
"577",1983,1983-05-01,5,0.77,47.6,65,3630
"578",1983,1983-06-01,6,0,54.1,72.8,3630
"579",1983,1983-07-01,7,0,55.7,75.3,3630
"580",1983,1983-08-01,8,0.1,61.7,79.3,3630
"581",1983,1983-09-01,9,0.53,59.4,76.7,3630
"582",1983,1983-10-01,10,0.76,51.4,66.2,3630
"583",1983,1983-11-01,11,5.09,42.5,53.1,3630
"584",1983,1983-12-01,12,4.63,40.7,49.4,3630
"585",1983,1983-04-01,4,2.57,41.6,54.6,3630
"586",1983,1983-01-01,1,6.51,36.7,44.5,3630
"587",1983,1983-02-01,2,5.34,41.2,50.5,3630
"588",1983,1983-03-01,3,7.4,42.5,51.9,3630
"589",1984,1984-01-01,1,0.24,37.8,46.2,1824
"590",1984,1984-06-01,6,0.4,55.2,73.8,1824
"591",1984,1984-07-01,7,0.06,65.2,83.8,1824
"592",1984,1984-08-01,8,0.03,62.7,81.2,1824
"593",1984,1984-09-01,9,0,60.7,78.6,1824
"594",1984,1984-10-01,10,1.33,45.4,60,1824
"595",1984,1984-11-01,11,3.6,40.6,51.7,1824
"596",1984,1984-12-01,12,2.08,35.9,44.8,1824
"597",1984,1984-03-01,3,1.24,41.5,54.8,1824
"598",1984,1984-04-01,4,0.51,40.7,56.3,1824
"599",1984,1984-05-01,5,0,50.9,69.7,1824
"600",1984,1984-02-01,2,1.8,37.1,49,1824
"601",1985,1985-01-01,1,0.83,33.6,41.9,1690
"602",1985,1985-02-01,2,1.7,36.8,48.9,1690
"603",1985,1985-03-01,3,2.93,37.1,49.1,1690
"604",1985,1985-08-01,8,0.04,57.6,76.8,1690
"605",1985,1985-09-01,9,0.51,54.4,69.9,1690
"606",1985,1985-10-01,10,0.97,47,62.8,1690
"607",1985,1985-11-01,11,4.35,39.2,50.1,1690
"608",1985,1985-12-01,12,1.62,35.2,42.5,1690
"609",1985,1985-04-01,4,0.55,45.9,62.3,1690
"610",1985,1985-05-01,5,0,48.2,65.6,1690
"611",1985,1985-06-01,6,0.23,59.2,77.7,1690
"612",1985,1985-07-01,7,0,65.6,83.4,1690
"613",1986,1986-01-01,1,1.68,42.9,52.2,2653
"614",1986,1986-02-01,2,7.85,43,52.4,2653
"615",1986,1986-03-01,3,4.56,45.3,56.6,2653
"616",1986,1986-04-01,4,0.63,43.9,58.7,2653
"617",1986,1986-09-01,9,0.61,52,68.3,2653
"618",1986,1986-10-01,10,0,48.4,64.9,2653
"619",1986,1986-11-01,11,0.08,41.1,55.6,2653
"620",1986,1986-12-01,12,0.81,37.3,46.4,2653
"621",1986,1986-08-01,8,0,61.1,81.1,2653
"622",1986,1986-05-01,5,0.18,47.6,66,2653
"623",1986,1986-06-01,6,0,56.7,76,2653
"624",1986,1986-07-01,7,0,59.6,78.2,2653
"625",1987,1987-01-01,1,2.22,34.3,44.3,968
"626",1987,1987-02-01,2,3.13,38.8,50,968
"627",1987,1987-03-01,3,3.19,40.8,52.1,968
"628",1987,1987-04-01,4,0.35,46.9,63.9,968
"629",1987,1987-05-01,5,0.27,52.3,69,968
"630",1987,1987-11-01,11,1.08,42,52.6,968
"631",1987,1987-12-01,12,2.35,35.9,45.5,968
"632",1987,1987-06-01,6,0.02,58,76.5,968
"633",1987,1987-07-01,7,0,57.4,75.4,968
"634",1987,1987-08-01,8,0,59.9,78.8,968
"635",1987,1987-09-01,9,0,56.3,74.6,968
"636",1987,1987-10-01,10,1.77,54.3,69.9,968
"637",1988,1988-02-01,2,0.4,37.5,51.7,807
"638",1988,1988-03-01,3,1.43,40.3,54.7,807
"639",1988,1988-04-01,4,3.08,45.5,59.9,807
"640",1988,1988-01-01,1,2.45,36.5,46.6,807
"641",1988,1988-06-01,6,0.07,56.9,74,807
"642",1988,1988-07-01,7,0,64.8,84.2,807
"643",1988,1988-08-01,8,0,62.8,80.7,807
"644",1988,1988-05-01,5,0.51,48.5,65,807
"645",1988,1988-09-01,9,0,57.9,76,807
"646",1988,1988-10-01,10,0,51.8,68.8,807
"647",1988,1988-11-01,11,2.3,42.2,53.7,807
"648",1988,1988-12-01,12,3.15,35,45.2,807
"649",1989,1989-02-01,2,1.54,37.1,47.2,988
"650",1989,1989-03-01,3,3.48,43.7,54.6,988
"651",1989,1989-04-01,4,0.31,48.4,64,988
"652",1989,1989-05-01,5,0.6,50.3,66.6,988
"653",1989,1989-06-01,6,0.04,57.5,75.3,988
"654",1989,1989-07-01,7,0,61.1,81,988
"655",1989,1989-08-01,8,0.05,59.1,77.8,988
"656",1989,1989-09-01,9,1.35,55.6,73,988
"657",1989,1989-01-01,1,0.74,32,43.2,988
"658",1989,1989-10-01,10,1.23,48.8,64.4,988
"659",1989,1989-11-01,11,0.91,40,54.8,988
"660",1989,1989-12-01,12,0,33.1,44.9,988
"661",1990,1990-06-01,6,0.01,56.6,74.4,845
"662",1990,1990-03-01,3,0.92,41,53.7,845
"663",1990,1990-04-01,4,1.19,47.4,62.7,845
"664",1990,1990-05-01,5,2.26,48.3,65.1,845
"665",1990,1990-10-01,10,0,49.3,67.5,845
"666",1990,1990-07-01,7,0,64,82.5,845
"667",1990,1990-08-01,8,0,62.7,80.1,845
"668",1990,1990-09-01,9,0.06,57.1,74.6,845
"669",1990,1990-01-01,1,2.76,34.5,46.1,845
"670",1990,1990-02-01,2,2.3,35.2,46,845
"671",1990,1990-11-01,11,0.68,39.3,53.1,845
"672",1990,1990-12-01,12,1.27,29.7,41.7,845
"673",1991,1991-03-01,3,9.76,39.5,48.4,2338
"674",1991,1991-04-01,4,0.15,42,56,2338
"675",1991,1991-07-01,7,0,63.4,82.1,2338
"676",1991,1991-08-01,8,0.01,59.5,77.4,2338
"677",1991,1991-05-01,5,0.09,46,62.6,2338
"678",1991,1991-06-01,6,0.09,54.2,72.3,2338
"679",1991,1991-11-01,11,0.58,42.2,54.9,2338
"680",1991,1991-12-01,12,1.65,35.3,46.3,2338
"681",1991,1991-09-01,9,0.08,60.7,78.7,2338
"682",1991,1991-10-01,10,2.23,53.8,70.5,2338
"683",1991,1991-01-01,1,0.57,35.5,46.5,2338
"684",1991,1991-02-01,2,1.1,41.2,54.5,2338
"685",1992,1992-05-01,5,0.08,56.8,73.3,2699
"686",1992,1992-06-01,6,0.06,58.5,75.3,2699
"687",1992,1992-07-01,7,1.1,62.1,79.5,2699
"688",1992,1992-08-01,8,0,62.9,82.5,2699
"689",1992,1992-09-01,9,0,57.1,75.4,2699
"690",1992,1992-10-01,10,2.02,52,67.8,2699
"691",1992,1992-11-01,11,0.08,43.1,54.1,2699
"692",1992,1992-12-01,12,4.37,35.7,44.6,2699
"693",1992,1992-04-01,4,0.07,47.4,62.9,2699
"694",1992,1992-01-01,1,1.73,34.5,42.1,2699
"695",1992,1992-02-01,2,5.76,43.3,53.1,2699
"696",1992,1992-03-01,3,2.48,45.3,55.7,2699
"697",1993,1993-01-01,1,8.76,37.7,46.9,1829
"698",1993,1993-06-01,6,1.19,55,72.8,1829
"699",1993,1993-07-01,7,0,59,77.8,1829
"700",1993,1993-08-01,8,0,58.4,77.7,1829
"701",1993,1993-09-01,9,0,53.8,73.5,1829
"702",1993,1993-10-01,10,0.35,51.1,66.9,1829
"703",1993,1993-11-01,11,1.37,39.5,53.3,1829
"704",1993,1993-12-01,12,1.77,36.5,45.6,1829
"705",1993,1993-04-01,4,0.29,44.4,58.3,1829
"706",1993,1993-05-01,5,0.31,50.9,67.3,1829
"707",1993,1993-02-01,2,4.46,40.6,49.9,1829
"708",1993,1993-03-01,3,2.67,46.7,56.8,1829
"709",1994,1994-01-01,1,1.65,37.5,47.6,1328
"710",1994,1994-02-01,2,3.17,38.8,48.6,1328
"711",1994,1994-07-01,7,0,64.4,83.1,1328
"712",1994,1994-08-01,8,0,63.3,82.3,1328
"713",1994,1994-09-01,9,0.17,57.9,75.1,1328
"714",1994,1994-10-01,10,1.65,48.5,63.8,1328
"715",1994,1994-11-01,11,2.59,38.3,48.5,1328
"716",1994,1994-12-01,12,2.19,36.7,44.7,1328
"717",1994,1994-03-01,3,0.43,42.4,55.4,1328
"718",1994,1994-04-01,4,2.12,45.6,60.4,1328
"719",1994,1994-05-01,5,1.49,51.1,66.1,1328
"720",1994,1994-06-01,6,0,55.3,75.3,1328
"721",1995,1995-01-01,1,8.18,43.3,51.1,2355
"722",1995,1995-02-01,2,1.08,44,52.6,2355
"723",1995,1995-03-01,3,8.07,43.9,53.5,2355
"724",1995,1995-04-01,4,1.83,44,57.5,2355
"725",1995,1995-09-01,9,0,55.9,75.3,2355
"726",1995,1995-10-01,10,0,49.2,67,2355
"727",1995,1995-11-01,11,0,44.9,59.5,2355
"728",1995,1995-12-01,12,3.67,41.1,50.9,2355
"729",1995,1995-08-01,8,0,61.4,80.8,2355
"730",1995,1995-05-01,5,1.94,49,63.2,2355
"731",1995,1995-06-01,6,0.7,53.2,71.5,2355
"732",1995,1995-07-01,7,0.04,60.4,79.5,2355
"733",1996,1996-01-01,1,3.33,38.6,48.3,2651
"734",1996,1996-02-01,2,5.05,44.2,52.9,2651
"735",1996,1996-03-01,3,2.65,42.9,54.4,2651
"736",1996,1996-04-01,4,1.79,45,60.1,2651
"737",1996,1996-05-01,5,0.76,48.9,66.7,2651
"738",1996,1996-10-01,10,2.1,47.6,63.7,2651
"739",1996,1996-11-01,11,4.89,42.2,53.2,2651
"740",1996,1996-12-01,12,8.65,40.5,48.9,2651
"741",1996,1996-08-01,8,0,63.1,82.8,2651
"742",1996,1996-09-01,9,0,53.5,73,2651
"743",1996,1996-06-01,6,0.17,57.2,75.7,2651
"744",1996,1996-07-01,7,0,63.3,83.5,2651
"745",1997,1997-01-01,1,8.85,40.8,48.5,2286
"746",1997,1997-02-01,2,0.24,40,50.3,2286
"747",1997,1997-03-01,3,0.11,43.4,57.9,2286
"748",1997,1997-04-01,4,0.07,43.3,60.1,2286
"749",1997,1997-05-01,5,0,52.6,71.4,2286
"750",1997,1997-06-01,6,0.09,56.3,74.3,2286
"751",1997,1997-12-01,12,2.3,35.5,45,2286
"752",1997,1997-11-01,11,2.61,45.6,56.9,2286
"753",1997,1997-07-01,7,0.02,60.2,79,2286
"754",1997,1997-08-01,8,0,63.1,80.8,2286
"755",1997,1997-09-01,9,0.07,58.4,75.7,2286
"756",1997,1997-10-01,10,0.17,46.7,63.6,2286
"757",1998,1998-02-01,2,8.05,40.5,48.5,2508
"758",1998,1998-03-01,3,4.7,43.5,53.9,2508
"759",1998,1998-04-01,4,2.51,43,55.7,2508
"760",1998,1998-05-01,5,1.94,45.5,59.2,2508
"761",1998,1998-06-01,6,1.93,55,70.4,2508
"762",1998,1998-07-01,7,0,63.1,82.1,2508
"763",1998,1998-08-01,8,0,64.1,83.4,2508
"764",1998,1998-09-01,9,0.16,60,76,2508
"765",1998,1998-01-01,1,7.94,39.4,49.3,2508
"766",1998,1998-10-01,10,0.14,46.1,62.5,2508
"767",1998,1998-11-01,11,0.8,39.8,52.4,2508
"768",1998,1998-12-01,12,1.47,31.3,43.7,2508
"769",1999,1999-06-01,6,0.43,56.1,73.9,2191
"770",1999,1999-03-01,3,0.92,39.3,51.6,2191
"771",1999,1999-04-01,4,2.23,41.1,54.9,2191
"772",1999,1999-05-01,5,0.13,48.4,64.9,2191
"773",1999,1999-10-01,10,0,52,69,2191
"774",1999,1999-07-01,7,0,60.2,79.7,2191
"775",1999,1999-08-01,8,0,59.1,77.6,2191
"776",1999,1999-09-01,9,0,58.7,76.7,2191
"777",1999,1999-01-01,1,3.85,34.7,45.3,2191
"778",1999,1999-02-01,2,3.19,37.2,48.4,2191
"779",1999,1999-11-01,11,1.3,45.3,57.6,2191
"780",1999,1999-12-01,12,0.05,34.7,48.7,2191
"781",2000,2000-06-01,6,0.88,57.8,76.8,1893
"782",2000,2000-07-01,7,0,57.7,77.4,1893
"783",2000,2000-04-01,4,2,45.9,60.9,1893
"784",2000,2000-05-01,5,0.35,49.7,67.1,1893
"785",2000,2000-10-01,10,2.66,48.6,62.9,1893
"786",2000,2000-11-01,11,0.18,35.8,47.8,1893
"787",2000,2000-08-01,8,0,60.9,80.5,1893
"788",2000,2000-09-01,9,0.44,55,72.9,1893
"789",2000,2000-01-01,1,5.49,39.6,49.3,1893
"790",2000,2000-02-01,2,8.99,41.7,52,1893
"791",2000,2000-03-01,3,1.83,41.8,53.1,1893
"792",2000,2000-12-01,12,0.24,38.8,50.1,1893
"793",2001,2001-04-01,4,2.1,42.2,56.1,1852
"794",2001,2001-05-01,5,0.03,57.2,74.9,1852
"795",2001,2001-07-01,7,0.08,62.2,80.1,1852
"796",2001,2001-08-01,8,0,62.1,81.2,1852
"797",2001,2001-09-01,9,0.01,58,76.3,1852
"798",2001,2001-06-01,6,0,59.9,78.4,1852
"799",2001,2001-11-01,11,2.67,44.7,56,1852
"800",2001,2001-12-01,12,4.59,37.7,46.6,1852
"801",2001,2001-03-01,3,1.69,42.9,55.3,1852
"802",2001,2001-10-01,10,0.53,54.1,69.9,1852
"803",2001,2001-01-01,1,3.86,34.9,46.3,1852
"804",2001,2001-02-01,2,3.29,38,47.2,1852
"805",2002,2002-01-01,1,1.6,35.9,45.1,2078
"806",2002,2002-06-01,6,0.06,55.9,75.9,2078
"807",2002,2002-07-01,7,0,64.3,83.4,2078
"808",2002,2002-08-01,8,0,62.7,80.8,2078
"809",2002,2002-09-01,9,0.01,58.5,76.7,2078
"810",2002,2002-10-01,10,0.07,50.2,65.5,2078
"811",2002,2002-11-01,11,2.81,43.5,55.7,2078
"812",2002,2002-12-01,12,3.94,38.9,48.8,2078
"813",2002,2002-04-01,4,0.54,45.2,60.3,2078
"814",2002,2002-05-01,5,0.97,49.1,66.7,2078
"815",2002,2002-02-01,2,1.27,39,51,2078
"816",2002,2002-03-01,3,1.89,39.3,52,2078
"817",2003,2003-01-01,1,0.71,40.6,50.6,3717
"818",2003,2003-02-01,2,1.73,38.6,49.3,3717
"819",2003,2003-07-01,7,0.01,65.9,85,3717
"820",2003,2003-08-01,8,0.31,62.5,80.6,3717
"821",2003,2003-09-01,9,0,62.3,79.8,3717
"822",2003,2003-10-01,10,0.04,53.2,70.5,3717
"823",2003,2003-11-01,11,0.79,39.1,51,3717
"824",2003,2003-12-01,12,3.83,39.1,49.1,3717
"825",2003,2003-04-01,4,2.41,42.3,55.3,3717
"826",2003,2003-05-01,5,1.42,49,65.6,3717
"827",2003,2003-06-01,6,0,59.3,77.8,3717
"828",2003,2003-03-01,3,1.46,40.9,53.8,3717
"829",2004,2004-01-01,1,1.49,36.8,45.8,1100
"830",2004,2004-02-01,2,3.38,38.7,48.4,1100
"831",2004,2004-03-01,3,0.92,46.2,59.8,1100
"832",2004,2004-08-01,8,0,63.3,81.2,1100
"833",2004,2004-09-01,9,0.04,56.4,75.1,1100
"834",2004,2004-10-01,10,3.66,49.4,63.5,1100
"835",2004,2004-11-01,11,1.19,41.5,51,1100
"836",2004,2004-12-01,12,3.15,36.7,46.3,1100
"837",2004,2004-07-01,7,0,62.9,81.9,1100
"838",2004,2004-04-01,4,0.13,45.6,62.2,1100
"839",2004,2004-05-01,5,0.14,51.1,68.6,1100
"840",2004,2004-06-01,6,0,58.7,75.3,1100
"841",2005,2005-01-01,1,5.64,39.1,46.3,3970
"842",2005,2005-02-01,2,3.28,42.8,52.6,3970
"843",2005,2005-03-01,3,3.76,43.7,54.5,3970
"844",2005,2005-04-01,4,0.82,41.2,55.9,3970
"845",2005,2005-05-01,5,2.84,49.5,65.6,3970
"846",2005,2005-10-01,10,0.19,47.8,64.2,3970
"847",2005,2005-11-01,11,0.21,44.8,57.8,3970
"848",2005,2005-12-01,12,4.09,40.8,50,3970
"849",2005,2005-08-01,8,0.04,63.6,82.6,3970
"850",2005,2005-09-01,9,0.17,53.3,71.8,3970
"851",2005,2005-06-01,6,0,51.8,71,3970
"852",2005,2005-07-01,7,0,65.6,85,3970
"853",2006,2006-01-01,1,5.3,37.6,48.1,2561
"854",2006,2006-02-01,2,1.23,38.2,51.2,2561
"855",2006,2006-03-01,3,5.67,36.6,47.1,2561
"856",2006,2006-04-01,4,5.6,44.9,55.8,2561
"857",2006,2006-05-01,5,0.76,52.1,68.7,2561
"858",2006,2006-06-01,6,0.08,59.4,78.1,2561
"859",2006,2006-11-01,11,0.63,42.4,54.4,2561
"860",2006,2006-12-01,12,2.51,35.9,47.4,2561
"861",2006,2006-08-01,8,0,59.5,78.8,2561
"862",2006,2006-09-01,9,0,56.9,75.4,2561
"863",2006,2006-10-01,10,0.41,47.5,63.3,2561
"864",2006,2006-07-01,7,0,66.9,85.6,2561
"865",2007,2007-01-01,1,0.69,30.4,43.5,852
"866",2007,2007-02-01,2,3.43,39.8,50.2,852
"867",2007,2007-03-01,3,1.08,42.7,57,852
"868",2007,2007-04-01,4,0.68,44.5,60,852
"869",2007,2007-05-01,5,0.16,51.9,69.7,852
"870",2007,2007-06-01,6,0,58.9,77,852
"871",2007,2007-07-01,7,0,64.5,81.4,852
"872",2007,2007-12-01,12,2.89,35.3,45,852
"873",2007,2007-11-01,11,0.12,44.9,57.7,852
"874",2007,2007-08-01,8,0.05,63.1,81.6,852
"875",2007,2007-09-01,9,0.06,56.4,72.9,852
"876",2007,2007-10-01,10,0.45,46.6,61.8,852
"877",2008,2008-02-01,2,3.64,38.3,48.7,1646
"878",2008,2008-03-01,3,0.2,40.8,53.8,1646
"879",2008,2008-04-01,4,0.01,41.2,58,1646
"880",2008,2008-05-01,5,0.57,49.6,66.3,1646
"881",2008,2008-06-01,6,0,57.9,76.5,1646
"882",2008,2008-07-01,7,0,63.4,81.3,1646
"883",2008,2008-08-01,8,0,64.9,83,1646
"884",2008,2008-09-01,9,0,58,76.5,1646
"885",2008,2008-10-01,10,0.28,50.4,66.8,1646
"886",2008,2008-01-01,1,5.61,37.9,46.2,1646
"887",2008,2008-11-01,11,2.01,46.7,57.5,1646
"888",2008,2008-12-01,12,2.1,36.1,44.5,1646
"889",2009,2009-06-01,6,0.67,54.9,72.5,1403
"890",2009,2009-07-01,7,0,64.5,83.5,1403
"891",2009,2009-04-01,4,0.68,41.8,58.1,1403
"892",2009,2009-05-01,5,0.43,54.9,71.3,1403
"893",2009,2009-10-01,10,1.95,49.3,62,1403
"894",2009,2009-11-01,11,0.18,39.3,52.3,1403
"895",2009,2009-08-01,8,0.02,60.3,79.1,1403
"896",2009,2009-09-01,9,0.02,60.7,77.8,1403
"897",2009,2009-01-01,1,2.02,36.7,47,1403
"898",2009,2009-02-01,2,4.03,40.2,49.9,1403
"899",2009,2009-03-01,3,1.42,41,52.9,1403
"900",2009,2009-12-01,12,3.92,36.4,46,1403
"901",2010,2010-06-01,6,0,58.2,74.7,3199
"902",2010,2010-07-01,7,0,63,81.1,3199
"903",2010,2010-08-01,8,0,59.7,78,3199
"904",2010,2010-05-01,5,0.37,45.4,60.4,3199
"905",2010,2010-10-01,10,2.21,53.9,66.9,3199
"906",2010,2010-11-01,11,2.96,40.9,52.3,3199
"907",2010,2010-12-01,12,8.96,41.7,49.4,3199
"908",2010,2010-09-01,9,0,57.2,74.7,3199
"909",2010,2010-01-01,1,4.46,39.7,48,3199
"910",2010,2010-02-01,2,4.36,42.4,50.1,3199
"911",2010,2010-03-01,3,1.79,40.5,52.2,3199
"912",2010,2010-04-01,4,3.26,43.3,54.8,3199
"913",2011,2011-05-01,5,0.8,45.6,61.1,NA
"914",2011,2011-06-01,6,1.9,54.2,70.8,NA
"915",2011,2011-07-01,7,0,61.5,79.2,NA
"916",2011,2011-08-01,8,0,64.3,81.2,NA
"917",2011,2011-09-01,9,0,61.4,78,NA
"918",2011,2011-10-01,10,1.37,51.5,65.9,NA
"919",2011,2011-11-01,11,1.07,40.2,51.7,NA
"920",2011,2011-12-01,12,0,32.1,45.3,NA
"921",2011,2011-01-01,1,2.48,37.9,45.9,NA
"922",2011,2011-02-01,2,3.23,36.2,46.9,NA
"923",2011,2011-03-01,3,6.8,41.9,51.5,NA
"924",2011,2011-04-01,4,0.36,43.9,57.4,NA
"925",2012,2012-01-01,1,2.74,36.2,48.8,NA
"926",2012,2012-02-01,2,0.8,39,49.8,NA
"927",2012,2012-03-01,3,3.61,40.3,51.8,NA
"928",2012,2012-04-01,4,2.99,45.5,58.3,NA
"929",2012,2012-05-01,5,0,49.5,67.7,NA
"930",2012,2012-06-01,6,0.06,58,74.9,NA
"931",2012,2012-07-01,7,0,63.5,80.6,NA
"932",2012,2012-08-01,8,0.01,65,83.8,NA
"933",2012,2012-09-01,9,0,63.7,79.6,NA
"934",2012,2012-10-01,10,0.38,52.5,66.5,NA
"935",2012,2012-11-01,11,1.39,44.8,56,NA
"936",2012,2012-12-01,12,5.61,41.4,48.2,NA
"937",2013,2013-01-01,1,0.82,33.4,44.5,NA
"938",2013,2013-02-01,2,0.94,36.9,48,NA
"939",2013,2013-03-01,3,0.49,44,56.9,NA
"940",2013,2013-04-01,4,0.26,44.9,61.6,NA
"941",2013,2013-05-01,5,0.28,51.6,68,NA
"942",2013,2013-06-01,6,0,59.5,76.8,NA
"943",2013,2013-07-01,7,0,67.2,84.5,NA
"944",2013,2013-08-01,8,0.05,62,79.6,NA
"945",2013,2013-09-01,9,0.17,58.3,74.2,NA
"946",2013,2013-10-01,10,0.19,46.9,63,NA
"947",2013,2013-11-01,11,0.58,41.6,55.3,NA
"948",2013,2013-12-01,12,0.29,33.1,46.3,NA
"949",2014,2014-01-01,1,1.13,39.7,53.2,NA
"950",2014,2014-02-01,2,2,43.1,53.3,NA
"951",2014,2014-03-01,3,0.99,43.8,57.2,NA
"952",2014,2014-04-01,4,1.63,45.6,61.3,NA
"953",2014,2014-09-01,9,0.47,61.9,78,NA
"954",2014,2014-10-01,10,0,52.6,68.6,NA
"955",2014,2014-11-01,11,1.34,42.9,54.9,NA
"956",2014,2014-12-01,12,3.29,43.1,51.2,NA
"957",2014,2014-06-01,6,0,57.1,76,NA
"958",2014,2014-07-01,7,0.01,67.3,83.8,NA
"959",2014,2014-08-01,8,0,65,81.7,NA
"960",2014,2014-05-01,5,0.07,51.4,68.9,NA
"961",2015,2015-01-01,1,0.16,39.1,48.7,NA
